"Data" "Ora" "FlussoImport" "FlussoExport" "Zona"
"64053" 2023-09-27 "6" 0 0 "XAUS"
"64054" 2023-09-27 "6" 1713 0 "XFRA"
"64055" 2023-09-27 "6" 500 0 "XGRE"
"64056" 2023-09-27 "7" 28.197 0 "BSP"
"64057" 2023-09-27 "7" 0 0 "XAUS"
"64058" 2023-09-27 "7" 1713 0 "XFRA"
"64059" 2023-09-27 "7" 228.418 0 "XGRE"
"64060" 2023-09-27 "8" 0 613.697 "BSP"
"64061" 2023-09-27 "8" 0 0 "XAUS"
"64062" 2023-09-27 "8" 1488 0 "XFRA"
"64063" 2023-09-27 "8" 413.916 0 "XGRE"
"64064" 2023-09-27 "9" 409 0 "BSP"
"64065" 2023-09-27 "9" 0 0 "XAUS"
"64066" 2023-09-27 "9" 1488 0 "XFRA"
"64067" 2023-09-27 "9" 500 0 "XGRE"
"64068" 2023-09-27 "10" 409 0 "BSP"
"64069" 2023-09-27 "10" 0 0 "XAUS"
"64070" 2023-09-27 "10" 1488 0 "XFRA"
"64071" 2023-09-27 "10" 500 0 "XGRE"
"64072" 2023-09-27 "11" 409 0 "BSP"
"64073" 2023-09-27 "11" 0 0 "XAUS"
"64074" 2023-09-27 "11" 1488 0 "XFRA"
"64075" 2023-09-27 "11" 500 0 "XGRE"
"64076" 2023-09-27 "12" 409 0 "BSP"
"64077" 2023-09-27 "12" 0 0 "XAUS"
"64078" 2023-09-27 "12" 1488 0 "XFRA"
"64079" 2023-09-27 "12" 500 0 "XGRE"
"64080" 2023-09-27 "13" 409 0 "BSP"
"64081" 2023-09-27 "13" 0 0 "XAUS"
"64082" 2023-09-27 "13" 1488 0 "XFRA"
"64083" 2023-09-27 "13" 458.693 0 "XGRE"
"64084" 2023-09-27 "14" 409 0 "BSP"
"64085" 2023-09-27 "14" 0 0 "XAUS"
"64086" 2023-09-27 "14" 1488 0 "XFRA"
"64087" 2023-09-27 "14" 287.725 0 "XGRE"
"64088" 2023-09-27 "15" 409 0 "BSP"
"64089" 2023-09-27 "15" 0 0 "XAUS"
"64090" 2023-09-27 "15" 1488 0 "XFRA"
"64091" 2023-09-27 "15" 386.847 0 "XGRE"
"64092" 2023-09-27 "16" 559 0 "BSP"
"64093" 2023-09-27 "16" 0 0 "XAUS"
"64094" 2023-09-27 "16" 2035 0 "XFRA"
"64095" 2023-09-27 "16" 500 0 "XGRE"
"64096" 2023-09-27 "17" 586 0 "BSP"
"64097" 2023-09-27 "17" 0 0 "XAUS"
"64098" 2023-09-27 "17" 2133 0 "XFRA"
"64099" 2023-09-27 "17" 500 0 "XGRE"
"64100" 2023-09-27 "18" 0 620 "BSP"
"64101" 2023-09-27 "18" 0 0 "XAUS"
"64102" 2023-09-27 "18" 2133 0 "XFRA"
"64103" 2023-09-27 "18" 0 252.625 "XGRE"
"64104" 2023-09-27 "19" 0 620 "BSP"
"64105" 2023-09-27 "19" 0 0 "XAUS"
"64106" 2023-09-27 "19" 2002 0 "XFRA"
"64107" 2023-09-27 "19" 0 437.411 "XGRE"
"64108" 2023-09-27 "20" 0 620 "BSP"
"64109" 2023-09-27 "20" 0 0 "XAUS"
"64110" 2023-09-27 "20" 2002 0 "XFRA"
"64111" 2023-09-27 "20" 0 500 "XGRE"
"64112" 2023-09-27 "21" 550 0 "BSP"
"64113" 2023-09-27 "21" 0 0 "XAUS"
"64114" 2023-09-27 "21" 2002 0 "XFRA"
"64115" 2023-09-27 "21" 500 0 "XGRE"
"64116" 2023-09-27 "22" 409 0 "BSP"
"64117" 2023-09-27 "22" 0 0 "XAUS"
"64118" 2023-09-27 "22" 1488 0 "XFRA"
"64119" 2023-09-27 "22" 500 0 "XGRE"
"64120" 2023-09-27 "23" 409 0 "BSP"
"64121" 2023-09-27 "23" 0 0 "XAUS"
"64122" 2023-09-27 "23" 1488 0 "XFRA"
"64123" 2023-09-27 "23" 500 0 "XGRE"
"64124" 2023-09-27 "24" 364 0 "BSP"
"64125" 2023-09-27 "24" 0 0 "XAUS"
"64126" 2023-09-27 "24" 1264 0 "XFRA"
"64127" 2023-09-27 "24" 500 0 "XGRE"
"64133" 2023-09-28 "1" 531 0 "BSP"
"64134" 2023-09-28 "1" 0 0 "XAUS"
"64135" 2023-09-28 "1" 1847 0 "XFRA"
"64136" 2023-09-28 "1" 500 0 "XGRE"
"64137" 2023-09-28 "2" 531 0 "BSP"
"64138" 2023-09-28 "2" 0 0 "XAUS"
"64139" 2023-09-28 "2" 1847 0 "XFRA"
"64140" 2023-09-28 "2" 500 0 "XGRE"
"64141" 2023-09-28 "3" 531 0 "BSP"
"64142" 2023-09-28 "3" 0 0 "XAUS"
"64143" 2023-09-28 "3" 1847 0 "XFRA"
"64144" 2023-09-28 "3" 500 0 "XGRE"
"64145" 2023-09-28 "4" 561 0 "BSP"
"64146" 2023-09-28 "4" 0 0 "XAUS"
"64147" 2023-09-28 "4" 1951 0 "XFRA"
"64148" 2023-09-28 "4" 500 0 "XGRE"
"64149" 2023-09-28 "5" 561 0 "BSP"
"64150" 2023-09-28 "5" 0 0 "XAUS"
"64151" 2023-09-28 "5" 1951 0 "XFRA"
"64152" 2023-09-28 "5" 500 0 "XGRE"
"64153" 2023-09-28 "6" 561 0 "BSP"
"64154" 2023-09-28 "6" 0 0 "XAUS"
"64155" 2023-09-28 "6" 1951 0 "XFRA"
"64156" 2023-09-28 "6" 500 0 "XGRE"
"64157" 2023-09-28 "7" 561 0 "BSP"
"64158" 2023-09-28 "7" 0 0 "XAUS"
"64159" 2023-09-28 "7" 1951 0 "XFRA"
"64160" 2023-09-28 "7" 500 0 "XGRE"
"64161" 2023-09-28 "8" 0 0 "BSP"
"64162" 2023-09-28 "8" 0 0 "XAUS"
"64163" 2023-09-28 "8" 987.504 0 "XFRA"
"64164" 2023-09-28 "8" 500 0 "XGRE"
"64165" 2023-09-28 "9" 557 0 "BSP"
"64166" 2023-09-28 "9" 0 0 "XAUS"
"64167" 2023-09-28 "9" 1327.914 0 "XFRA"
"64168" 2023-09-28 "9" 500 0 "XGRE"
"64169" 2023-09-28 "10" 409 0 "BSP"
"64170" 2023-09-28 "10" 0 0 "XAUS"
"64171" 2023-09-28 "10" 1488 0 "XFRA"
"64172" 2023-09-28 "10" 500 0 "XGRE"
"64173" 2023-09-28 "11" 409 0 "BSP"
"64174" 2023-09-28 "11" 0 0 "XAUS"
"64175" 2023-09-28 "11" 1488 0 "XFRA"
"64176" 2023-09-28 "11" 500 0 "XGRE"
"64177" 2023-09-28 "12" 409 0 "BSP"
"64178" 2023-09-28 "12" 0 0 "XAUS"
"64179" 2023-09-28 "12" 1488 0 "XFRA"
"64180" 2023-09-28 "12" 500 0 "XGRE"
"64181" 2023-09-28 "13" 559 0 "BSP"
"64182" 2023-09-28 "13" 0 0 "XAUS"
"64183" 2023-09-28 "13" 2035 0 "XFRA"
"64184" 2023-09-28 "13" 500 0 "XGRE"
"64185" 2023-09-28 "14" 616 0 "BSP"
"64186" 2023-09-28 "14" 0 0 "XAUS"
"64187" 2023-09-28 "14" 2244 0 "XFRA"
"64188" 2023-09-28 "14" 500 0 "XGRE"
"64189" 2023-09-28 "15" 616 0 "BSP"
"64190" 2023-09-28 "15" 0 0 "XAUS"
"64191" 2023-09-28 "15" 2244 0 "XFRA"
"64192" 2023-09-28 "15" 500 0 "XGRE"
"64193" 2023-09-28 "16" 581 0 "BSP"
"64194" 2023-09-28 "16" 0 0 "XAUS"
"64195" 2023-09-28 "16" 2117 0 "XFRA"
"64196" 2023-09-28 "16" 500 0 "XGRE"
"64197" 2023-09-28 "17" 581 0 "BSP"
"64198" 2023-09-28 "17" 0 0 "XAUS"
"64199" 2023-09-28 "17" 2117 0 "XFRA"
"64200" 2023-09-28 "17" 500 0 "XGRE"
"64201" 2023-09-28 "18" 0 620 "BSP"
"64202" 2023-09-28 "18" 0 0 "XAUS"
"64203" 2023-09-28 "18" 2110 0 "XFRA"
"64204" 2023-09-28 "18" 0 500 "XGRE"
"64205" 2023-09-28 "19" 0 620 "BSP"
"64206" 2023-09-28 "19" 0 0 "XAUS"
"64207" 2023-09-28 "19" 2293 0 "XFRA"
"64208" 2023-09-28 "19" 0 500 "XGRE"
"64209" 2023-09-28 "20" 0 620 "BSP"
"64210" 2023-09-28 "20" 0 0 "XAUS"
"64211" 2023-09-28 "20" 2293 0 "XFRA"
"64212" 2023-09-28 "20" 0 500 "XGRE"
"64213" 2023-09-28 "21" 0 620 "BSP"
"64214" 2023-09-28 "21" 0 0 "XAUS"
"64215" 2023-09-28 "21" 1588.652 0 "XFRA"
"64216" 2023-09-28 "21" 0 500 "XGRE"
"64217" 2023-09-28 "22" 0 620 "BSP"
"64218" 2023-09-28 "22" 0 0 "XAUS"
"64219" 2023-09-28 "22" 1674.7 0 "XFRA"
"64220" 2023-09-28 "22" 0 500 "XGRE"
"64221" 2023-09-28 "23" 0 620 "BSP"
"64222" 2023-09-28 "23" 0 0 "XAUS"
"64223" 2023-09-28 "23" 2328 0 "XFRA"
"64224" 2023-09-28 "23" 0 500 "XGRE"
"64225" 2023-09-28 "24" 604 0 "BSP"
"64226" 2023-09-28 "24" 0 0 "XAUS"
"64227" 2023-09-28 "24" 2099 0 "XFRA"
"64228" 2023-09-28 "24" 309.2 0 "XGRE"
"64234" 2023-09-29 "1" 616 0 "BSP"
"64235" 2023-09-29 "1" 0 0 "XAUS"
"64236" 2023-09-29 "1" 2141 0 "XFRA"
"64237" 2023-09-29 "1" 500 0 "XGRE"
"64238" 2023-09-29 "2" 616 0 "BSP"
"64239" 2023-09-29 "2" 0 0 "XAUS"
"64240" 2023-09-29 "2" 2141 0 "XFRA"
"64241" 2023-09-29 "2" 500 0 "XGRE"
"64242" 2023-09-29 "3" 616 0 "BSP"
"64243" 2023-09-29 "3" 0 0 "XAUS"
"64244" 2023-09-29 "3" 2141 0 "XFRA"
"64245" 2023-09-29 "3" 500 0 "XGRE"
"64246" 2023-09-29 "4" 614 0 "BSP"
"64247" 2023-09-29 "4" 0 0 "XAUS"
"64248" 2023-09-29 "4" 2133 0 "XFRA"
"64249" 2023-09-29 "4" 500 0 "XGRE"
"64250" 2023-09-29 "5" 614 0 "BSP"
"64251" 2023-09-29 "5" 0 0 "XAUS"
"64252" 2023-09-29 "5" 2133 0 "XFRA"
"64253" 2023-09-29 "5" 500 0 "XGRE"
"64254" 2023-09-29 "6" 614 0 "BSP"
"64255" 2023-09-29 "6" 0 0 "XAUS"
"64256" 2023-09-29 "6" 2133 0 "XFRA"
"64257" 2023-09-29 "6" 500 0 "XGRE"
"64258" 2023-09-29 "7" 614 0 "BSP"
"64259" 2023-09-29 "7" 0 0 "XAUS"
"64260" 2023-09-29 "7" 2133 0 "XFRA"
"64261" 2023-09-29 "7" 0 310.662 "XGRE"
"64262" 2023-09-29 "8" 563 0 "BSP"
"64263" 2023-09-29 "8" 0 0 "XAUS"
"64264" 2023-09-29 "8" 2048 0 "XFRA"
"64265" 2023-09-29 "8" 500 0 "XGRE"
"64266" 2023-09-29 "9" 560 0 "BSP"
"64267" 2023-09-29 "9" 0 0 "XAUS"
"64268" 2023-09-29 "9" 2039 0 "XFRA"
"64269" 2023-09-29 "9" 500 0 "XGRE"
"64270" 2023-09-29 "10" 404 0 "BSP"
"64271" 2023-09-29 "10" 0 0 "XAUS"
"64272" 2023-09-29 "10" 1470 0 "XFRA"
"64273" 2023-09-29 "10" 500 0 "XGRE"
"64274" 2023-09-29 "11" 404 0 "BSP"
"64275" 2023-09-29 "11" 0 0 "XAUS"
"64276" 2023-09-29 "11" 1470 0 "XFRA"
"64277" 2023-09-29 "11" 500 0 "XGRE"
"64278" 2023-09-29 "12" 404 0 "BSP"
"64279" 2023-09-29 "12" 0 0 "XAUS"
"64280" 2023-09-29 "12" 1470 0 "XFRA"
"64281" 2023-09-29 "12" 500 0 "XGRE"
"64282" 2023-09-29 "13" 409 0 "BSP"
"64283" 2023-09-29 "13" 0 0 "XAUS"
"64284" 2023-09-29 "13" 1488 0 "XFRA"
"64285" 2023-09-29 "13" 500 0 "XGRE"
"64286" 2023-09-29 "14" 409 0 "BSP"
"64287" 2023-09-29 "14" 0 0 "XAUS"
"64288" 2023-09-29 "14" 1488 0 "XFRA"
"64289" 2023-09-29 "14" 500 0 "XGRE"
"64290" 2023-09-29 "15" 409 0 "BSP"
"64291" 2023-09-29 "15" 0 0 "XAUS"
"64292" 2023-09-29 "15" 1488 0 "XFRA"
"64293" 2023-09-29 "15" 500 0 "XGRE"
"64294" 2023-09-29 "16" 465 0 "BSP"
"64295" 2023-09-29 "16" 0 0 "XAUS"
"64296" 2023-09-29 "16" 1692 0 "XFRA"
"64297" 2023-09-29 "16" 500 0 "XGRE"
"64298" 2023-09-29 "17" 465 0 "BSP"
"64299" 2023-09-29 "17" 0 0 "XAUS"
"64300" 2023-09-29 "17" 1692 0 "XFRA"
"64301" 2023-09-29 "17" 500 0 "XGRE"
"64302" 2023-09-29 "18" 477 0 "BSP"
"64303" 2023-09-29 "18" 0 0 "XAUS"
"64304" 2023-09-29 "18" 2539 0 "XFRA"
"64305" 2023-09-29 "18" 0 160.411 "XGRE"
"64306" 2023-09-29 "19" 490 0 "BSP"
"64307" 2023-09-29 "19" 0 0 "XAUS"
"64308" 2023-09-29 "19" 2607 0 "XFRA"
"64309" 2023-09-29 "19" 500 0 "XGRE"
"64310" 2023-09-29 "20" 490 0 "BSP"
"64311" 2023-09-29 "20" 0 0 "XAUS"
"64312" 2023-09-29 "20" 2607 0 "XFRA"
"64313" 2023-09-29 "20" 295.244 0 "XGRE"
"64314" 2023-09-29 "21" 490 0 "BSP"
"64315" 2023-09-29 "21" 0 0 "XAUS"
"64316" 2023-09-29 "21" 2607 0 "XFRA"
"64317" 2023-09-29 "21" 500 0 "XGRE"
"64318" 2023-09-29 "22" 484 0 "BSP"
"64319" 2023-09-29 "22" 0 0 "XAUS"
"64320" 2023-09-29 "22" 2580 0 "XFRA"
"64321" 2023-09-29 "22" 500 0 "XGRE"
"64322" 2023-09-29 "23" 484 0 "BSP"
"64323" 2023-09-29 "23" 0 0 "XAUS"
"64324" 2023-09-29 "23" 2580 0 "XFRA"
"64325" 2023-09-29 "23" 500 0 "XGRE"
"64326" 2023-09-29 "24" 470 0 "BSP"
"64327" 2023-09-29 "24" 0 0 "XAUS"
"64328" 2023-09-29 "24" 2491 0 "XFRA"
"64329" 2023-09-29 "24" 500 0 "XGRE"
"64335" 2023-09-30 "1" 543 0 "BSP"
"64336" 2023-09-30 "1" 0 0 "XAUS"
"64337" 2023-09-30 "1" 2879 0 "XFRA"
"64338" 2023-09-30 "1" 500 0 "XGRE"
"64339" 2023-09-30 "2" 543 0 "BSP"
"64340" 2023-09-30 "2" 0 0 "XAUS"
"64341" 2023-09-30 "2" 2879 0 "XFRA"
"64342" 2023-09-30 "2" 500 0 "XGRE"
"64343" 2023-09-30 "3" 543 0 "BSP"
"64344" 2023-09-30 "3" 0 0 "XAUS"
"64345" 2023-09-30 "3" 2879 0 "XFRA"
"64346" 2023-09-30 "3" 500 0 "XGRE"
"64347" 2023-09-30 "4" 535 0 "BSP"
"64348" 2023-09-30 "4" 0 0 "XAUS"
"64349" 2023-09-30 "4" 2834 0 "XFRA"
"64350" 2023-09-30 "4" 379.77 0 "XGRE"
"64351" 2023-09-30 "5" 535 0 "BSP"
"64352" 2023-09-30 "5" 0 0 "XAUS"
"64353" 2023-09-30 "5" 2834 0 "XFRA"
"64354" 2023-09-30 "5" 500 0 "XGRE"
"64355" 2023-09-30 "6" 535 0 "BSP"
"64356" 2023-09-30 "6" 0 0 "XAUS"
"64357" 2023-09-30 "6" 2834 0 "XFRA"
"64358" 2023-09-30 "6" 468.149 0 "XGRE"
"64359" 2023-09-30 "7" 536 0 "BSP"
"64360" 2023-09-30 "7" 0 0 "XAUS"
"64361" 2023-09-30 "7" 2627 0 "XFRA"
"64362" 2023-09-30 "7" 500 0 "XGRE"
"64363" 2023-09-30 "8" 657 0 "BSP"
"64364" 2023-09-30 "8" 0 0 "XAUS"
"64365" 2023-09-30 "8" 2290 0 "XFRA"
"64366" 2023-09-30 "8" 500 0 "XGRE"
"64367" 2023-09-30 "9" 590 0 "BSP"
"64368" 2023-09-30 "9" 0 0 "XAUS"
"64369" 2023-09-30 "9" 1437 0 "XFRA"
"64370" 2023-09-30 "9" 500 0 "XGRE"
"64371" 2023-09-30 "10" 590 0 "BSP"
"64372" 2023-09-30 "10" 0 0 "XAUS"
"64373" 2023-09-30 "10" 1437 0 "XFRA"
"64374" 2023-09-30 "10" 500 0 "XGRE"
"64375" 2023-09-30 "11" 590 0 "BSP"
"64376" 2023-09-30 "11" 0 0 "XAUS"
"64377" 2023-09-30 "11" 1437 0 "XFRA"
"64378" 2023-09-30 "11" 500 0 "XGRE"
"64379" 2023-09-30 "12" 590 0 "BSP"
"64380" 2023-09-30 "12" 0 0 "XAUS"
"64381" 2023-09-30 "12" 1437 0 "XFRA"
"64382" 2023-09-30 "12" 500 0 "XGRE"
"64383" 2023-09-30 "13" 418 0 "BSP"
"64384" 2023-09-30 "13" 0 0 "XAUS"
"64385" 2023-09-30 "13" 1017 0 "XFRA"
"64386" 2023-09-30 "13" 500 0 "XGRE"
"64387" 2023-09-30 "14" 444 0 "BSP"
"64388" 2023-09-30 "14" 0 0 "XAUS"
"64389" 2023-09-30 "14" 1967 0 "XFRA"
"64390" 2023-09-30 "14" 500 0 "XGRE"
"64391" 2023-09-30 "15" 447 0 "BSP"
"64392" 2023-09-30 "15" 0 0 "XAUS"
"64393" 2023-09-30 "15" 2383 0 "XFRA"
"64394" 2023-09-30 "15" 206.195 0 "XGRE"
"64395" 2023-09-30 "16" 441 0 "BSP"
"64396" 2023-09-30 "16" 0 0 "XAUS"
"64397" 2023-09-30 "16" 2348 0 "XFRA"
"64398" 2023-09-30 "16" 0 59.149 "XGRE"
"64399" 2023-09-30 "17" 441 0 "BSP"
"64400" 2023-09-30 "17" 0 0 "XAUS"
"64401" 2023-09-30 "17" 2348 0 "XFRA"
"64402" 2023-09-30 "17" 443.476 0 "XGRE"
"64403" 2023-09-30 "18" 444 0 "BSP"
"64404" 2023-09-30 "18" 0 0 "XAUS"
"64405" 2023-09-30 "18" 2364 0 "XFRA"
"64406" 2023-09-30 "18" 500 0 "XGRE"
"64407" 2023-09-30 "19" 427 0 "BSP"
"64408" 2023-09-30 "19" 0 0 "XAUS"
"64409" 2023-09-30 "19" 2273 0 "XFRA"
"64410" 2023-09-30 "19" 500 0 "XGRE"
"64411" 2023-09-30 "20" 427 0 "BSP"
"64412" 2023-09-30 "20" 0 0 "XAUS"
"64413" 2023-09-30 "20" 2273 0 "XFRA"
"64414" 2023-09-30 "20" 454.781 0 "XGRE"
"64415" 2023-09-30 "21" 427 0 "BSP"
"64416" 2023-09-30 "21" 0 0 "XAUS"
"64417" 2023-09-30 "21" 2273 0 "XFRA"
"64418" 2023-09-30 "21" 500 0 "XGRE"
"64419" 2023-09-30 "22" 427 0 "BSP"
"64420" 2023-09-30 "22" 0 0 "XAUS"
"64421" 2023-09-30 "22" 2273 0 "XFRA"
"64422" 2023-09-30 "22" 500 0 "XGRE"
"64423" 2023-09-30 "23" 427 0 "BSP"
"64424" 2023-09-30 "23" 0 0 "XAUS"
"64425" 2023-09-30 "23" 2273 0 "XFRA"
"64426" 2023-09-30 "23" 500 0 "XGRE"
"64427" 2023-09-30 "24" 384 0 "BSP"
"64428" 2023-09-30 "24" 0 0 "XAUS"
"64429" 2023-09-30 "24" 2036 0 "XFRA"
"64430" 2023-09-30 "24" 500 0 "XGRE"
"64436" 2023-10-01 "1" 641 0 "BSP"
"64437" 2023-10-01 "1" 0 0 "XAUS"
"64438" 2023-10-01 "1" 3138 0 "XFRA"
"64439" 2023-10-01 "1" 500 0 "XGRE"
"64440" 2023-10-01 "2" 641 0 "BSP"
"64441" 2023-10-01 "2" 0 0 "XAUS"
"64442" 2023-10-01 "2" 3138 0 "XFRA"
"64443" 2023-10-01 "2" 500 0 "XGRE"
"64444" 2023-10-01 "3" 641 0 "BSP"
"64445" 2023-10-01 "3" 0 0 "XAUS"
"64446" 2023-10-01 "3" 3138 0 "XFRA"
"64447" 2023-10-01 "3" 500 0 "XGRE"
"64448" 2023-10-01 "4" 641 0 "BSP"
"64449" 2023-10-01 "4" 0 0 "XAUS"
"64450" 2023-10-01 "4" 3138 0 "XFRA"
"64451" 2023-10-01 "4" 500 0 "XGRE"
"64452" 2023-10-01 "5" 633 0 "BSP"
"64453" 2023-10-01 "5" 0 0 "XAUS"
"64454" 2023-10-01 "5" 3138 0 "XFRA"
"64455" 2023-10-01 "5" 500 0 "XGRE"
"64456" 2023-10-01 "6" 641 0 "BSP"
"64457" 2023-10-01 "6" 0 0 "XAUS"
"64458" 2023-10-01 "6" 3138 0 "XFRA"
"64459" 2023-10-01 "6" 500 0 "XGRE"
"64460" 2023-10-01 "7" 641 0 "BSP"
"64461" 2023-10-01 "7" 0 0 "XAUS"
"64462" 2023-10-01 "7" 3138 0 "XFRA"
"64463" 2023-10-01 "7" 500 0 "XGRE"
"64464" 2023-10-01 "8" 641 0 "BSP"
"64465" 2023-10-01 "8" 0 0 "XAUS"
"64466" 2023-10-01 "8" 3138 0 "XFRA"
"64467" 2023-10-01 "8" 500 0 "XGRE"
"64468" 2023-10-01 "9" 453.31 0 "BSP"
"64469" 2023-10-01 "9" 0 0 "XAUS"
"64470" 2023-10-01 "9" 2840.69 0 "XFRA"
"64471" 2023-10-01 "9" 500 0 "XGRE"
"64472" 2023-10-01 "10" 104.827 0 "BSP"
"64473" 2023-10-01 "10" 0 0 "XAUS"
"64474" 2023-10-01 "10" 2470.173 0 "XFRA"
"64475" 2023-10-01 "10" 500 0 "XGRE"
"64476" 2023-10-01 "11" 66.365 0 "BSP"
"64477" 2023-10-01 "11" 0 0 "XAUS"
"64478" 2023-10-01 "11" 1486.635 0 "XFRA"
"64479" 2023-10-01 "11" 500 0 "XGRE"
"64480" 2023-10-01 "12" 481.757 0 "BSP"
"64481" 2023-10-01 "12" 0 0 "XAUS"
"64482" 2023-10-01 "12" 314.243 0 "XFRA"
"64483" 2023-10-01 "12" 500 0 "XGRE"
"64484" 2023-10-01 "13" 641 0 "BSP"
"64485" 2023-10-01 "13" 0 0 "XAUS"
"64486" 2023-10-01 "13" 0 224 "XFRA"
"64487" 2023-10-01 "13" 500 0 "XGRE"
"64488" 2023-10-01 "14" 641 0 "BSP"
"64489" 2023-10-01 "14" 0 0 "XAUS"
"64490" 2023-10-01 "14" 0 169 "XFRA"
"64491" 2023-10-01 "14" 500 0 "XGRE"
"64492" 2023-10-01 "15" 641 0 "BSP"
"64493" 2023-10-01 "15" 0 0 "XAUS"
"64494" 2023-10-01 "15" 0 61 "XFRA"
"64495" 2023-10-01 "15" 500 0 "XGRE"
"64496" 2023-10-01 "16" 0 0 "BSP"
"64497" 2023-10-01 "16" 0 0 "XAUS"
"64498" 2023-10-01 "16" 1175 0 "XFRA"
"64499" 2023-10-01 "16" 500 0 "XGRE"
"64500" 2023-10-01 "17" 0 0 "BSP"
"64501" 2023-10-01 "17" 0 0 "XAUS"
"64502" 2023-10-01 "17" 2484.051 0 "XFRA"
"64503" 2023-10-01 "17" 417.778 0 "XGRE"
"64504" 2023-10-01 "18" 641 0 "BSP"
"64505" 2023-10-01 "18" 0 0 "XAUS"
"64506" 2023-10-01 "18" 3138 0 "XFRA"
"64507" 2023-10-01 "18" 190.387 0 "XGRE"
"64508" 2023-10-01 "19" 118.052 0 "BSP"
"64509" 2023-10-01 "19" 0 0 "XAUS"
"64510" 2023-10-01 "19" 3133.914 0 "XFRA"
"64511" 2023-10-01 "19" 425.443 0 "XGRE"
"64512" 2023-10-01 "20" 641 0 "BSP"
"64513" 2023-10-01 "20" 0 0 "XAUS"
"64514" 2023-10-01 "20" 3138 0 "XFRA"
"64515" 2023-10-01 "20" 286.275 0 "XGRE"
"64516" 2023-10-01 "21" 641 0 "BSP"
"64517" 2023-10-01 "21" 0 0 "XAUS"
"64518" 2023-10-01 "21" 3138 0 "XFRA"
"64519" 2023-10-01 "21" 500 0 "XGRE"
"64520" 2023-10-01 "22" 641 0 "BSP"
"64521" 2023-10-01 "22" 0 0 "XAUS"
"64522" 2023-10-01 "22" 2910.663 0 "XFRA"
"64523" 2023-10-01 "22" 500 0 "XGRE"
"64524" 2023-10-01 "23" 641 0 "BSP"
"64525" 2023-10-01 "23" 0 0 "XAUS"
"64526" 2023-10-01 "23" 3138 0 "XFRA"
"64527" 2023-10-01 "23" 484.404 0 "XGRE"
"64528" 2023-10-01 "24" 641 0 "BSP"
"64529" 2023-10-01 "24" 0 0 "XAUS"
"64530" 2023-10-01 "24" 3138 0 "XFRA"
"64531" 2023-10-01 "24" 500 0 "XGRE"
"64537" 2023-10-02 "1" 641 0 "BSP"
"64538" 2023-10-02 "1" 0 0 "XAUS"
"64539" 2023-10-02 "1" 3138 0 "XFRA"
"64540" 2023-10-02 "1" 365.43 0 "XGRE"
"64541" 2023-10-02 "2" 641 0 "BSP"
"64542" 2023-10-02 "2" 0 0 "XAUS"
"64543" 2023-10-02 "2" 2533.445 0 "XFRA"
"64544" 2023-10-02 "2" 424.708 0 "XGRE"
"64545" 2023-10-02 "3" 554.493 0 "BSP"
"64546" 2023-10-02 "3" 0 0 "XAUS"
"64547" 2023-10-02 "3" 2345.477 0 "XFRA"
"64548" 2023-10-02 "3" 341.542 0 "XGRE"
"64549" 2023-10-02 "4" 343.834 0 "BSP"
"64550" 2023-10-02 "4" 0 0 "XAUS"
"64551" 2023-10-02 "4" 2485.923 0 "XFRA"
"64552" 2023-10-02 "4" 500 0 "XGRE"
"64553" 2023-10-02 "5" 641 0 "BSP"
"64554" 2023-10-02 "5" 0 0 "XAUS"
"64555" 2023-10-02 "5" 3138 0 "XFRA"
"64556" 2023-10-02 "5" 500 0 "XGRE"
"64557" 2023-10-02 "6" 641 0 "BSP"
"64558" 2023-10-02 "6" 0 0 "XAUS"
"64559" 2023-10-02 "6" 3138 0 "XFRA"
"64560" 2023-10-02 "6" 500 0 "XGRE"
"64561" 2023-10-02 "7" 641 0 "BSP"
"64562" 2023-10-02 "7" 0 0 "XAUS"
"64563" 2023-10-02 "7" 3138 0 "XFRA"
"64564" 2023-10-02 "7" 168.078 0 "XGRE"
"64565" 2023-10-02 "8" 753 0 "BSP"
"64566" 2023-10-02 "8" 0 0 "XAUS"
"64567" 2023-10-02 "8" 3285 0 "XFRA"
"64568" 2023-10-02 "8" 243.319 0 "XGRE"
"64569" 2023-10-02 "9" 753 0 "BSP"
"64570" 2023-10-02 "9" 0 0 "XAUS"
"64571" 2023-10-02 "9" 3285 0 "XFRA"
"64572" 2023-10-02 "9" 382.493 0 "XGRE"
"64573" 2023-10-02 "10" 753 0 "BSP"
"64574" 2023-10-02 "10" 0 0 "XAUS"
"64575" 2023-10-02 "10" 2305.606 0 "XFRA"
"64576" 2023-10-02 "10" 331.818 0 "XGRE"
"64577" 2023-10-02 "11" 753 0 "BSP"
"64578" 2023-10-02 "11" 0 0 "XAUS"
"64579" 2023-10-02 "11" 3285 0 "XFRA"
"64580" 2023-10-02 "11" 500 0 "XGRE"
"64581" 2023-10-02 "12" 753 0 "BSP"
"64582" 2023-10-02 "12" 0 0 "XAUS"
"64583" 2023-10-02 "12" 3285 0 "XFRA"
"64584" 2023-10-02 "12" 326.648 0 "XGRE"
"64585" 2023-10-02 "13" 753 0 "BSP"
"64586" 2023-10-02 "13" 0 0 "XAUS"
"64587" 2023-10-02 "13" 3270.383 0 "XFRA"
"64588" 2023-10-02 "13" 17.928 0 "XGRE"
"64589" 2023-10-02 "14" 753 0 "BSP"
"64590" 2023-10-02 "14" 0 0 "XAUS"
